Date,Region,Type,Value
2020-05-11,Sylhet,Death Rate,1.1
2020-05-12,Sylhet,Death Rate,1.1
2020-05-13,Sylhet,Death Rate,1.6
2020-05-14,Sylhet,Death Rate,1.3
2020-05-15,Sylhet,Death Rate,1.2
2020-05-16,Sylhet,Death Rate,1.7
2020-05-17,Sylhet,Death Rate,1.1
2020-05-18,Sylhet,Death Rate,1.3
2020-05-19,Sylhet,Death Rate,1.7
2020-05-20,Sylhet,Death Rate,1.0
2020-05-21,Sylhet,Death Rate,1.2
2020-05-22,Sylhet,Death Rate,1.4
2020-05-23,Sylhet,Death Rate,1.1
2020-05-24,Sylhet,Death Rate,1.8
2020-05-25,Sylhet,Death Rate,1.1
2020-05-26,Sylhet,Death Rate,1.8
2020-05-27,Sylhet,Death Rate,1.4
2020-05-28,Sylhet,Death Rate,0.7
2020-05-29,Sylhet,Death Rate,0.9
2020-05-30,Sylhet,Death Rate,1.6
2020-05-31,Sylhet,Death Rate,1.6
2020-06-01,Sylhet,Death Rate,0.9
2020-06-02,Sylhet,Death Rate,1.3
2020-06-03,Sylhet,Death Rate,1.4
2020-06-04,Sylhet,Death Rate,1.4
2020-06-05,Sylhet,Death Rate,1.1
2020-06-06,Sylhet,Death Rate,1.3
2020-06-07,Sylhet,Death Rate,1.5
2020-06-08,Sylhet,Death Rate,1.5
2020-06-09,Sylhet,Death Rate,1.4
2020-06-10,Sylhet,Death Rate,1.2
2020-06-11,Sylhet,Death Rate,1.2
2020-06-12,Sylhet,Death Rate,1.3
2020-06-13,Sylhet,Death Rate,1.5
2020-06-14,Sylhet,Death Rate,1.0
2020-06-15,Sylhet,Death Rate,1.2
2020-06-16,Sylhet,Death Rate,1.4
2020-06-17,Sylhet,Death Rate,1.1
2020-06-18,Sylhet,Death Rate,1.0
2020-06-19,Sylhet,Death Rate,1.4
2020-06-20,Sylhet,Death Rate,1.1
2020-06-21,Sylhet,Death Rate,1.1
2020-06-22,Sylhet,Death Rate,1.1
2020-06-23,Sylhet,Death Rate,1.3
2020-06-24,Sylhet,Death Rate,1.1
2020-06-25,Sylhet,Death Rate,1.0
2020-06-26,Sylhet,Death Rate,1.0
2020-06-27,Sylhet,Death Rate,1.0
2020-06-28,Sylhet,Death Rate,1.1
2020-06-29,Sylhet,Death Rate,1.1
2020-06-30,Sylhet,Death Rate,1.7
2020-07-01,Sylhet,Death Rate,1.1
2020-07-02,Sylhet,Death Rate,0.9
2020-07-03,Sylhet,Death Rate,1.3
2020-07-04,Sylhet,Death Rate,0.9
2020-07-05,Sylhet,Death Rate,2.0
2020-07-06,Sylhet,Death Rate,1.4
2020-07-07,Sylhet,Death Rate,1.8
2020-07-08,Sylhet,Death Rate,1.3
2020-07-09,Sylhet,Death Rate,1.2
2020-07-10,Sylhet,Death Rate,1.3
2020-07-11,Sylhet,Death Rate,1.1
2020-07-12,Sylhet,Death Rate,1.8
2020-07-13,Sylhet,Death Rate,1.3
2020-07-14,Sylhet,Death Rate,1.0
2020-07-15,Sylhet,Death Rate,0.9
2020-07-16,Sylhet,Death Rate,1.4
2020-07-17,Sylhet,Death Rate,1.7
2020-07-18,Sylhet,Death Rate,1.3
2020-07-19,Sylhet,Death Rate,1.5
2020-07-20,Sylhet,Death Rate,1.7
2020-07-21,Sylhet,Death Rate,1.3
2020-07-22,Sylhet,Death Rate,1.5
2020-07-23,Sylhet,Death Rate,1.8
2020-07-24,Sylhet,Death Rate,1.4
2020-07-25,Sylhet,Death Rate,1.5
2020-07-26,Sylhet,Death Rate,2.4
2020-07-27,Sylhet,Death Rate,1.3
2020-07-28,Sylhet,Death Rate,1.2
2020-07-29,Sylhet,Death Rate,1.2
2020-07-30,Sylhet,Death Rate,1.8
2020-07-31,Sylhet,Death Rate,1.0
2020-08-01,Sylhet,Death Rate,1.0
2020-08-02,Sylhet,Death Rate,2.5
2020-08-03,Sylhet,Death Rate,2.2
2020-08-04,Sylhet,Death Rate,2.6
2020-08-05,Sylhet,Death Rate,1.2
2020-08-06,Sylhet,Death Rate,1.3
2020-08-07,Sylhet,Death Rate,0.9
2020-08-08,Sylhet,Death Rate,1.2
2020-08-09,Sylhet,Death Rate,1.4
2020-08-10,Sylhet,Death Rate,1.3
2020-08-11,Sylhet,Death Rate,1.1
2020-08-12,Sylhet,Death Rate,1.4
2020-08-13,Sylhet,Death Rate,1.7
2020-08-14,Sylhet,Death Rate,1.2
2020-08-15,Sylhet,Death Rate,1.3
2020-08-16,Sylhet,Death Rate,1.6
2020-08-17,Sylhet,Death Rate,1.4
2020-08-18,Sylhet,Death Rate,1.4
2020-08-19,Sylhet,Death Rate,1.5
2020-08-20,Sylhet,Death Rate,1.4
2020-08-21,Sylhet,Death Rate,1.6
2020-08-22,Sylhet,Death Rate,2.0
2020-08-23,Sylhet,Death Rate,1.7
2020-08-24,Sylhet,Death Rate,1.7
2020-08-25,Sylhet,Death Rate,1.8
2020-08-26,Sylhet,Death Rate,2.1
2020-08-27,Sylhet,Death Rate,1.8
2020-08-28,Sylhet,Death Rate,2.1
2020-08-29,Sylhet,Death Rate,1.5
2020-08-30,Sylhet,Death Rate,2.2
2020-08-31,Sylhet,Death Rate,1.5
2020-09-01,Sylhet,Death Rate,1.8
2020-09-02,Sylhet,Death Rate,1.4
2020-09-03,Sylhet,Death Rate,1.5
2020-09-04,Sylhet,Death Rate,1.5
2020-09-05,Sylhet,Death Rate,1.8
2020-09-06,Sylhet,Death Rate,2.0
2020-09-07,Sylhet,Death Rate,1.7
2020-09-08,Sylhet,Death Rate,1.9
2020-09-09,Sylhet,Death Rate,2.2
2020-09-10,Sylhet,Death Rate,2.2
2020-09-11,Sylhet,Death Rate,1.9
2020-09-12,Sylhet,Death Rate,2.7
2020-09-13,Sylhet,Death Rate,2.1
2020-09-14,Sylhet,Death Rate,1.4
2020-09-15,Sylhet,Death Rate,2.5
2020-09-16,Sylhet,Death Rate,1.3
2020-09-17,Sylhet,Death Rate,2.3
2020-09-18,Sylhet,Death Rate,1.4
2020-09-19,Sylhet,Death Rate,2.0
2020-09-20,Sylhet,Death Rate,1.7
2020-09-21,Sylhet,Death Rate,2.3
2020-09-22,Sylhet,Death Rate,1.8
2020-09-23,Sylhet,Death Rate,2.2
2020-09-24,Sylhet,Death Rate,1.8
2020-09-25,Sylhet,Death Rate,1.5
2020-09-26,Sylhet,Death Rate,3.3
2020-09-27,Sylhet,Death Rate,2.5
2020-09-28,Sylhet,Death Rate,2.3
2020-09-29,Sylhet,Death Rate,1.7
2020-09-30,Sylhet,Death Rate,2.2
2020-10-01,Sylhet,Death Rate,1.4
2020-10-02,Sylhet,Death Rate,2.4
2020-10-03,Sylhet,Death Rate,1.7
2020-10-04,Sylhet,Death Rate,2.0
2020-10-05,Sylhet,Death Rate,1.9
2020-10-06,Sylhet,Death Rate,2.0
2020-10-07,Sylhet,Death Rate,2.3
2020-10-08,Sylhet,Death Rate,1.4
2020-10-09,Sylhet,Death Rate,1.3
2020-10-10,Sylhet,Death Rate,1.9
2020-10-11,Sylhet,Death Rate,2.0
2020-10-12,Sylhet,Death Rate,2.1
2020-10-13,Sylhet,Death Rate,1.4
2020-10-14,Sylhet,Death Rate,1.0
2020-10-15,Sylhet,Death Rate,0.9
2020-10-16,Sylhet,Death Rate,1.0
2020-10-17,Sylhet,Death Rate,1.9
2020-10-18,Sylhet,Death Rate,1.1
2020-10-19,Sylhet,Death Rate,1.3
2020-10-20,Sylhet,Death Rate,1.3
2020-10-21,Sylhet,Death Rate,1.6
2020-10-22,Sylhet,Death Rate,1.4
2020-10-23,Sylhet,Death Rate,0.9
2020-10-24,Sylhet,Death Rate,1.7
2020-10-25,Sylhet,Death Rate,1.8
2020-10-26,Sylhet,Death Rate,1.0
2020-10-27,Sylhet,Death Rate,1.5
2020-10-28,Sylhet,Death Rate,1.5
2020-10-29,Sylhet,Death Rate,1.5
2020-10-30,Sylhet,Death Rate,1.2
2020-10-31,Sylhet,Death Rate,1.4
2020-11-01,Sylhet,Death Rate,1.1
2020-11-02,Sylhet,Death Rate,1.4
2020-11-03,Sylhet,Death Rate,1.0
2020-11-04,Sylhet,Death Rate,1.4
2020-11-05,Sylhet,Death Rate,0.9
2020-11-06,Sylhet,Death Rate,1.0
2020-11-07,Sylhet,Death Rate,1.0
2020-11-08,Sylhet,Death Rate,1.2
2020-11-09,Sylhet,Death Rate,1.5
2020-11-10,Sylhet,Death Rate,0.9
2020-11-11,Sylhet,Death Rate,1.1
2020-11-12,Sylhet,Death Rate,0.7
2020-11-13,Sylhet,Death Rate,1.1
2020-11-14,Sylhet,Death Rate,0.9
2020-11-15,Sylhet,Death Rate,1.1
2020-11-16,Sylhet,Death Rate,1.0
2020-11-17,Sylhet,Death Rate,1.8
2020-11-18,Sylhet,Death Rate,1.0
2020-11-19,Sylhet,Death Rate,1.3
2020-11-20,Sylhet,Death Rate,0.7
2020-11-21,Sylhet,Death Rate,1.5
2020-11-22,Sylhet,Death Rate,1.8
2020-11-23,Sylhet,Death Rate,1.2
2020-11-24,Sylhet,Death Rate,1.4
2020-11-25,Sylhet,Death Rate,1.8
2020-11-26,Sylhet,Death Rate,1.6
2020-11-27,Sylhet,Death Rate,0.9
2020-11-28,Sylhet,Death Rate,1.9
2020-11-29,Sylhet,Death Rate,1.6
2020-11-30,Sylhet,Death Rate,1.4
2020-12-01,Sylhet,Death Rate,1.4
2020-12-02,Sylhet,Death Rate,1.7
2020-12-03,Sylhet,Death Rate,1.5
2020-12-04,Sylhet,Death Rate,1.1
2020-12-05,Sylhet,Death Rate,1.9
2020-12-06,Sylhet,Death Rate,1.9
2020-12-07,Sylhet,Death Rate,1.6
2020-12-08,Sylhet,Death Rate,1.5
2020-12-09,Sylhet,Death Rate,1.1
2020-12-10,Sylhet,Death Rate,2.0
2020-12-11,Sylhet,Death Rate,1.0
2020-12-12,Sylhet,Death Rate,2.6
2020-12-13,Sylhet,Death Rate,2.4
2020-12-14,Sylhet,Death Rate,2.1
2020-12-15,Sylhet,Death Rate,2.1
2020-12-16,Sylhet,Death Rate,1.7
2020-12-17,Sylhet,Death Rate,3.2
2020-12-18,Sylhet,Death Rate,1.9
2020-12-19,Sylhet,Death Rate,2.0
2020-12-20,Sylhet,Death Rate,3.3
2020-12-21,Sylhet,Death Rate,2.2
2020-12-22,Sylhet,Death Rate,1.3
2020-12-23,Sylhet,Death Rate,2.2
2020-12-24,Sylhet,Death Rate,1.5
2020-12-25,Sylhet,Death Rate,1.7
2020-12-26,Sylhet,Death Rate,3.6
2020-12-27,Sylhet,Death Rate,2.3
2020-12-28,Sylhet,Death Rate,2.9
2020-12-29,Sylhet,Death Rate,2.5
2020-12-30,Sylhet,Death Rate,1.8
2020-12-31,Sylhet,Death Rate,2.8
2021-01-01,Sylhet,Death Rate,1.7
2021-01-02,Sylhet,Death Rate,3.4
2021-01-03,Sylhet,Death Rate,3.2
2021-01-04,Sylhet,Death Rate,2.6
2021-01-05,Sylhet,Death Rate,2.0
2021-01-06,Sylhet,Death Rate,1.7
2021-01-07,Sylhet,Death Rate,3.1
2021-01-08,Sylhet,Death Rate,2.0
2021-01-09,Sylhet,Death Rate,3.2
2021-01-10,Sylhet,Death Rate,2.3
2021-01-11,Sylhet,Death Rate,2.6
2021-01-12,Sylhet,Death Rate,2.2
2021-01-13,Sylhet,Death Rate,1.6
2021-01-14,Sylhet,Death Rate,2.0
2021-01-15,Sylhet,Death Rate,1.7
2021-01-16,Sylhet,Death Rate,3.6
2021-01-17,Sylhet,Death Rate,4.0
2021-01-18,Sylhet,Death Rate,2.3
2021-01-19,Sylhet,Death Rate,2.8
2021-01-20,Sylhet,Death Rate,1.2
2021-01-21,Sylhet,Death Rate,2.7
2021-01-22,Sylhet,Death Rate,2.4
2021-01-23,Sylhet,Death Rate,5.0
2021-01-24,Sylhet,Death Rate,4.2
2021-01-25,Sylhet,Death Rate,3.0
2021-01-26,Sylhet,Death Rate,2.7
2021-01-27,Sylhet,Death Rate,3.2
2021-01-28,Sylhet,Death Rate,2.9
2021-01-29,Sylhet,Death Rate,1.5
2021-01-30,Sylhet,Death Rate,4.7
2021-01-31,Sylhet,Death Rate,4.3
2021-02-01,Sylhet,Death Rate,2.3
2021-02-02,Sylhet,Death Rate,2.3
2021-02-03,Sylhet,Death Rate,3.0
2021-02-04,Sylhet,Death Rate,2.7
2021-02-05,Sylhet,Death Rate,1.6
2021-02-06,Sylhet,Death Rate,2.6
2021-02-07,Sylhet,Death Rate,5.1
2021-02-08,Sylhet,Death Rate,5.1
2021-02-09,Sylhet,Death Rate,2.1
2021-02-10,Sylhet,Death Rate,2.6
2021-02-11,Sylhet,Death Rate,2.2
2021-02-12,Sylhet,Death Rate,1.2
2021-02-13,Sylhet,Death Rate,4.5
2021-02-14,Sylhet,Death Rate,2.5
2021-02-15,Sylhet,Death Rate,2.5
2021-02-16,Sylhet,Death Rate,3.3
2021-02-17,Sylhet,Death Rate,3.6
2021-02-18,Sylhet,Death Rate,3.8
2021-02-19,Sylhet,Death Rate,2.0
2021-02-20,Sylhet,Death Rate,1.4
2021-02-21,Sylhet,Death Rate,2.1
2021-02-22,Sylhet,Death Rate,1.9
2021-02-23,Sylhet,Death Rate,4.5
2021-02-24,Sylhet,Death Rate,1.2
2021-02-25,Sylhet,Death Rate,1.2
2021-02-26,Sylhet,Death Rate,2.3
2021-02-27,Sylhet,Death Rate,1.2
2021-02-28,Sylhet,Death Rate,2.1
2021-03-01,Sylhet,Death Rate,1.4
2021-03-02,Sylhet,Death Rate,1.4
2021-03-03,Sylhet,Death Rate,0.8
2021-03-04,Sylhet,Death Rate,1.1
2021-03-05,Sylhet,Death Rate,0.9
2021-03-06,Sylhet,Death Rate,1.9
2021-03-07,Sylhet,Death Rate,1.8
2021-03-08,Sylhet,Death Rate,1.7
2021-03-09,Sylhet,Death Rate,1.4
2021-03-10,Sylhet,Death Rate,0.7
2021-03-11,Sylhet,Death Rate,0.6
2021-03-12,Sylhet,Death Rate,1.2
2021-03-13,Sylhet,Death Rate,1.2
2021-03-14,Sylhet,Death Rate,1.6
2021-03-15,Sylhet,Death Rate,1.5
2021-03-16,Sylhet,Death Rate,1.5
2021-03-17,Sylhet,Death Rate,0.6
2021-03-18,Sylhet,Death Rate,0.7
2021-03-19,Sylhet,Death Rate,0.9
2021-03-20,Sylhet,Death Rate,1.4
2021-03-21,Sylhet,Death Rate,1.0
2021-03-22,Sylhet,Death Rate,1.1
2021-03-23,Sylhet,Death Rate,0.5
2021-03-24,Sylhet,Death Rate,0.7
2021-03-25,Sylhet,Death Rate,0.9
2021-03-26,Sylhet,Death Rate,0.9
2021-03-27,Sylhet,Death Rate,1.1
2021-03-28,Sylhet,Death Rate,0.9
2021-03-29,Sylhet,Death Rate,0.9
2021-03-30,Sylhet,Death Rate,0.9
2021-03-31,Sylhet,Death Rate,1.0
2021-04-01,Sylhet,Death Rate,0.9
2021-04-02,Sylhet,Death Rate,0.7
2021-04-03,Sylhet,Death Rate,1.0
2021-04-04,Sylhet,Death Rate,0.7
2021-04-05,Sylhet,Death Rate,0.7
2021-04-06,Sylhet,Death Rate,0.9
2021-04-07,Sylhet,Death Rate,0.8
2021-04-08,Sylhet,Death Rate,1.1
2021-04-09,Sylhet,Death Rate,0.8
2021-04-10,Sylhet,Death Rate,1.4
2021-04-11,Sylhet,Death Rate,1.3
2021-04-12,Sylhet,Death Rate,1.2
2021-04-13,Sylhet,Death Rate,1.1
2021-04-14,Sylhet,Death Rate,1.9
2021-04-15,Sylhet,Death Rate,2.2
2021-04-16,Sylhet,Death Rate,2.3
2021-04-17,Sylhet,Death Rate,2.9
2021-04-18,Sylhet,Death Rate,2.8
2021-04-19,Sylhet,Death Rate,2.6
2021-04-20,Sylhet,Death Rate,2.0
2021-04-21,Sylhet,Death Rate,2.2
2021-04-22,Sylhet,Death Rate,2.4
2021-04-23,Sylhet,Death Rate,2.4
2021-04-24,Sylhet,Death Rate,3.1
2021-04-25,Sylhet,Death Rate,3.5
2021-04-26,Sylhet,Death Rate,2.9
2021-04-27,Sylhet,Death Rate,2.6
2021-04-28,Sylhet,Death Rate,2.6
2021-04-29,Sylhet,Death Rate,3.8
2021-04-30,Sylhet,Death Rate,2.6
2021-05-01,Sylhet,Death Rate,4.1
2021-05-02,Sylhet,Death Rate,5.1
2021-05-03,Sylhet,Death Rate,3.7
2021-05-04,Sylhet,Death Rate,3.2
2021-05-05,Sylhet,Death Rate,2.9
2021-05-06,Sylhet,Death Rate,2.3
2021-05-07,Sylhet,Death Rate,2.2
2021-05-08,Sylhet,Death Rate,3.5
2021-05-09,Sylhet,Death Rate,4.0
2021-05-10,Sylhet,Death Rate,2.5
2021-05-11,Sylhet,Death Rate,2.7
2021-05-12,Sylhet,Death Rate,3.5
2021-05-13,Sylhet,Death Rate,2.4
2021-05-14,Sylhet,Death Rate,3.1
2021-05-15,Sylhet,Death Rate,8.4
2021-05-16,Sylhet,Death Rate,6.9
2021-05-17,Sylhet,Death Rate,4.6
2021-05-18,Sylhet,Death Rate,2.4
2021-05-19,Sylhet,Death Rate,2.3
2021-05-20,Sylhet,Death Rate,2.5
2021-05-21,Sylhet,Death Rate,1.7
2021-05-22,Sylhet,Death Rate,3.7
2021-05-23,Sylhet,Death Rate,2.1
2021-05-24,Sylhet,Death Rate,1.7
2021-05-25,Sylhet,Death Rate,2.4
2021-05-26,Sylhet,Death Rate,1.1
2021-05-27,Sylhet,Death Rate,1.7
2021-05-28,Sylhet,Death Rate,2.3
2021-05-29,Sylhet,Death Rate,3.6
2021-05-30,Sylhet,Death Rate,2.4
2021-05-31,Sylhet,Death Rate,2.1
2021-06-01,Sylhet,Death Rate,2.3
2021-06-02,Sylhet,Death Rate,1.7
2021-06-03,Sylhet,Death Rate,1.8
