Date,Region,Type,Value
2021-03-09,Chittagong,Confirmed Cases,160.0
2021-03-10,Chittagong,Confirmed Cases,211.0
2021-03-11,Chittagong,Confirmed Cases,199.0
2021-03-12,Chittagong,Confirmed Cases,148.0
2021-03-13,Chittagong,Confirmed Cases,205.0
2021-03-14,Chittagong,Confirmed Cases,287.0
2021-03-15,Chittagong,Confirmed Cases,267.0
2021-03-16,Chittagong,Confirmed Cases,243.0
2021-03-17,Chittagong,Confirmed Cases,260.0
2021-03-18,Chittagong,Confirmed Cases,343.0
2021-03-19,Chittagong,Confirmed Cases,270.0
2021-03-20,Chittagong,Confirmed Cases,270.0
2021-03-21,Chittagong,Confirmed Cases,385.0
2021-03-22,Chittagong,Confirmed Cases,541.0
2021-03-23,Chittagong,Confirmed Cases,439.0
2021-03-24,Chittagong,Confirmed Cases,397.0
2021-03-25,Chittagong,Confirmed Cases,604.0
2021-03-26,Chittagong,Confirmed Cases,426.0
2021-03-27,Chittagong,Confirmed Cases,420.0
2021-03-28,Chittagong,Confirmed Cases,599.0
2021-03-29,Chittagong,Confirmed Cases,585.0
2021-03-30,Chittagong,Confirmed Cases,636.0
2021-03-31,Chittagong,Confirmed Cases,682.0
2021-04-01,Chittagong,Confirmed Cases,782.5
2021-04-02,Chittagong,Confirmed Cases,605.0
2021-04-03,Chittagong,Confirmed Cases,782.5
2021-04-04,Chittagong,Confirmed Cases,782.5
2021-04-05,Chittagong,Confirmed Cases,782.5
2021-04-06,Chittagong,Confirmed Cases,782.5
2021-04-07,Chittagong,Confirmed Cases,782.5
2021-04-08,Chittagong,Confirmed Cases,782.5
2021-04-09,Chittagong,Confirmed Cases,782.5
2021-04-10,Chittagong,Confirmed Cases,740.0
2021-04-11,Chittagong,Confirmed Cases,782.5
2021-04-12,Chittagong,Confirmed Cases,782.5
2021-04-13,Chittagong,Confirmed Cases,766.0
2021-04-14,Chittagong,Confirmed Cases,499.0
2021-04-15,Chittagong,Confirmed Cases,613.0
2021-04-16,Chittagong,Confirmed Cases,498.0
2021-04-17,Chittagong,Confirmed Cases,514.0
2021-04-18,Chittagong,Confirmed Cases,778.0
2021-04-19,Chittagong,Confirmed Cases,703.0
2021-04-20,Chittagong,Confirmed Cases,735.0
2021-04-21,Chittagong,Confirmed Cases,679.0
2021-04-22,Chittagong,Confirmed Cases,706.0
2021-04-23,Chittagong,Confirmed Cases,498.0
2021-04-24,Chittagong,Confirmed Cases,405.0
2021-04-25,Chittagong,Confirmed Cases,507.0
2021-04-26,Chittagong,Confirmed Cases,690.0
2021-04-27,Chittagong,Confirmed Cases,612.0
2021-04-28,Chittagong,Confirmed Cases,481.0
2021-04-29,Chittagong,Confirmed Cases,522.0
2021-04-30,Chittagong,Confirmed Cases,379.0
2021-05-01,Chittagong,Confirmed Cases,242.0
2021-05-02,Chittagong,Confirmed Cases,332.0
2021-05-03,Chittagong,Confirmed Cases,468.0
2021-05-04,Chittagong,Confirmed Cases,377.0
2021-05-05,Chittagong,Confirmed Cases,499.0
2021-05-06,Chittagong,Confirmed Cases,439.0
2021-05-07,Chittagong,Confirmed Cases,300.0
2021-05-08,Chittagong,Confirmed Cases,310.0
2021-05-09,Chittagong,Confirmed Cases,429.0
2021-05-10,Chittagong,Confirmed Cases,300.0
2021-05-11,Chittagong,Confirmed Cases,306.0
2021-05-12,Chittagong,Confirmed Cases,409.0
2021-05-13,Chittagong,Confirmed Cases,265.0
2021-05-14,Chittagong,Confirmed Cases,85.0
2021-05-15,Chittagong,Confirmed Cases,84.0
2021-05-16,Chittagong,Confirmed Cases,169.0
2021-05-17,Chittagong,Confirmed Cases,356.0
2021-05-18,Chittagong,Confirmed Cases,456.0
2021-05-19,Chittagong,Confirmed Cases,391.0
2021-05-20,Chittagong,Confirmed Cases,359.0
2021-05-21,Chittagong,Confirmed Cases,281.0
2021-05-22,Chittagong,Confirmed Cases,334.0
2021-05-23,Chittagong,Confirmed Cases,409.0
2021-05-24,Chittagong,Confirmed Cases,407.0
2021-05-25,Chittagong,Confirmed Cases,406.0
2021-05-26,Chittagong,Confirmed Cases,263.0
2021-05-27,Chittagong,Confirmed Cases,379.0
2021-05-28,Chittagong,Confirmed Cases,230.0
2021-05-29,Chittagong,Confirmed Cases,374.0
2021-05-30,Chittagong,Confirmed Cases,402.0
2021-05-31,Chittagong,Confirmed Cases,513.0
2021-06-01,Chittagong,Confirmed Cases,369.0
2021-06-02,Chittagong,Confirmed Cases,467.0
2021-06-03,Chittagong,Confirmed Cases,454.0
2021-06-04,Chittagong,Confirmed Cases,239.0
2021-06-05,Chittagong,Confirmed Cases,309.0
2021-06-06,Chittagong,Confirmed Cases,299.0
2021-06-07,Chittagong,Confirmed Cases,341.0
2021-06-08,Chittagong,Confirmed Cases,353.0
2021-06-09,Chittagong,Confirmed Cases,406.0
2021-06-10,Chittagong,Confirmed Cases,392.0
2021-06-11,Chittagong,Confirmed Cases,231.0
2021-06-12,Chittagong,Confirmed Cases,362.0
2021-06-13,Chittagong,Confirmed Cases,608.0
2021-06-14,Chittagong,Confirmed Cases,468.0
2021-06-15,Chittagong,Confirmed Cases,561.0
2021-06-16,Chittagong,Confirmed Cases,458.0
2021-06-17,Chittagong,Confirmed Cases,528.0
2021-06-18,Chittagong,Confirmed Cases,313.0
2021-06-19,Chittagong,Confirmed Cases,421.0
2021-06-20,Chittagong,Confirmed Cases,537.0
2021-06-21,Chittagong,Confirmed Cases,734.0
2021-06-22,Chittagong,Confirmed Cases,711.0
2021-06-23,Chittagong,Confirmed Cases,713.0
2021-06-24,Chittagong,Confirmed Cases,782.5
2021-06-25,Chittagong,Confirmed Cases,460.0
2021-06-26,Chittagong,Confirmed Cases,782.5
2021-06-27,Chittagong,Confirmed Cases,782.5
2021-06-28,Chittagong,Confirmed Cases,782.5
2021-06-29,Chittagong,Confirmed Cases,782.5
2021-06-30,Chittagong,Confirmed Cases,782.5
2021-07-01,Chittagong,Confirmed Cases,761.0
2021-07-02,Chittagong,Confirmed Cases,163.0
2020-03-06,Chittagong,Case Rate,
2020-03-08,Chittagong,Case Rate,41.0424231575344
2020-03-09,Chittagong,Case Rate,33.0
2020-03-18,Chittagong,Case Rate,31.47058823529412
2020-03-19,Chittagong,Case Rate,29.94117647058824
2020-03-20,Chittagong,Case Rate,28.411764705882355
2020-03-21,Chittagong,Case Rate,26.88235294117647
2020-03-22,Chittagong,Case Rate,25.352941176470587
2020-03-23,Chittagong,Case Rate,23.823529411764707
2020-03-24,Chittagong,Case Rate,22.294117647058822
2020-03-25,Chittagong,Case Rate,20.764705882352946
2020-03-26,Chittagong,Case Rate,19.235294117647054
2020-03-27,Chittagong,Case Rate,17.705882352941178
2020-03-31,Chittagong,Case Rate,16.176470588235297
2020-04-01,Chittagong,Case Rate,14.647058823529411
2020-04-03,Chittagong,Case Rate,13.117647058823527
2020-04-04,Chittagong,Case Rate,11.588235294117649
2020-04-05,Chittagong,Case Rate,10.058823529411768
2020-04-06,Chittagong,Case Rate,8.529411764705884
2020-04-07,Chittagong,Case Rate,7.0
2020-04-08,Chittagong,Case Rate,23.0
2020-04-09,Chittagong,Case Rate,12.0
2020-04-10,Chittagong,Case Rate,25.0
2020-04-11,Chittagong,Case Rate,41.0424231575344
2020-04-12,Chittagong,Case Rate,9.0
2020-04-13,Chittagong,Case Rate,36.0
2020-04-14,Chittagong,Case Rate,17.0
2020-04-15,Chittagong,Case Rate,29.0
2020-04-16,Chittagong,Case Rate,30.0
2020-04-17,Chittagong,Case Rate,18.0
2020-04-18,Chittagong,Case Rate,41.0424231575344
2020-04-19,Chittagong,Case Rate,14.0
2020-04-20,Chittagong,Case Rate,18.0
2020-04-21,Chittagong,Case Rate,41.0424231575344
2020-04-22,Chittagong,Case Rate,41.0424231575344
2020-04-23,Chittagong,Case Rate,13.0
2020-04-24,Chittagong,Case Rate,16.0
2020-04-25,Chittagong,Case Rate,6.0
2020-04-26,Chittagong,Case Rate,6.0
2020-04-27,Chittagong,Case Rate,28.0
2020-04-28,Chittagong,Case Rate,30.0
2020-04-29,Chittagong,Case Rate,38.0
2020-04-30,Chittagong,Case Rate,13.0
2020-05-01,Chittagong,Case Rate,7.0
2020-05-02,Chittagong,Case Rate,12.0
2020-05-03,Chittagong,Case Rate,4.0
2020-05-04,Chittagong,Case Rate,5.0
2020-05-05,Chittagong,Case Rate,13.0
2020-05-06,Chittagong,Case Rate,8.0
2020-05-07,Chittagong,Case Rate,4.0
2020-05-08,Chittagong,Case Rate,2.0
2020-05-09,Chittagong,Case Rate,10.0
2020-05-10,Chittagong,Case Rate,13.5
2020-05-11,Chittagong,Case Rate,17.0
2020-05-12,Chittagong,Case Rate,9.0
2020-05-13,Chittagong,Case Rate,4.0
2020-05-14,Chittagong,Case Rate,5.0
2020-05-15,Chittagong,Case Rate,11.0
2020-05-16,Chittagong,Case Rate,12.0
2020-05-17,Chittagong,Case Rate,11.0
2020-05-18,Chittagong,Case Rate,16.0
2020-05-19,Chittagong,Case Rate,19.0
2020-05-20,Chittagong,Case Rate,20.0
2020-05-21,Chittagong,Case Rate,16.0
2020-05-22,Chittagong,Case Rate,15.0
2020-05-23,Chittagong,Case Rate,18.0
2020-05-24,Chittagong,Case Rate,30.0
2020-05-25,Chittagong,Case Rate,20.0
2020-05-26,Chittagong,Case Rate,10.0
2020-05-27,Chittagong,Case Rate,19.0
2020-05-28,Chittagong,Case Rate,28.0
2020-05-29,Chittagong,Case Rate,17.0
2020-05-30,Chittagong,Case Rate,17.0
2020-05-31,Chittagong,Case Rate,19.0
2020-06-01,Chittagong,Case Rate,24.0
2020-06-02,Chittagong,Case Rate,24.0
2020-06-03,Chittagong,Case Rate,22.0
2020-06-04,Chittagong,Case Rate,24.0
2020-06-05,Chittagong,Case Rate,23.0
2020-06-06,Chittagong,Case Rate,24.0
2020-06-07,Chittagong,Case Rate,20.0
2020-06-08,Chittagong,Case Rate,22.0
2020-06-09,Chittagong,Case Rate,22.0
2020-06-10,Chittagong,Case Rate,26.0
2020-06-11,Chittagong,Case Rate,25.0
2020-06-12,Chittagong,Case Rate,28.0
2020-06-13,Chittagong,Case Rate,26.0
2020-06-14,Chittagong,Case Rate,26.0
2020-06-15,Chittagong,Case Rate,29.0
2020-06-16,Chittagong,Case Rate,31.0
2020-06-17,Chittagong,Case Rate,24.0
2020-06-18,Chittagong,Case Rate,24.0
2020-06-19,Chittagong,Case Rate,29.0
2020-06-20,Chittagong,Case Rate,37.0
2020-06-21,Chittagong,Case Rate,29.0
2020-06-22,Chittagong,Case Rate,26.0
2020-06-23,Chittagong,Case Rate,28.0
2020-06-24,Chittagong,Case Rate,25.0
2020-06-25,Chittagong,Case Rate,25.0
2020-06-26,Chittagong,Case Rate,26.0
2020-06-27,Chittagong,Case Rate,23.0
2020-06-28,Chittagong,Case Rate,26.0
2020-06-29,Chittagong,Case Rate,22.0
2020-06-30,Chittagong,Case Rate,28.0
2020-07-01,Chittagong,Case Rate,31.0
2020-07-02,Chittagong,Case Rate,23.0
2020-07-03,Chittagong,Case Rate,21.0
2020-07-04,Chittagong,Case Rate,22.0
2020-07-05,Chittagong,Case Rate,24.0
2020-07-06,Chittagong,Case Rate,22.0
2020-07-07,Chittagong,Case Rate,21.0
2020-07-08,Chittagong,Case Rate,21.0
2020-07-09,Chittagong,Case Rate,24.0
2020-07-10,Chittagong,Case Rate,19.0
2020-07-11,Chittagong,Case Rate,29.0
2020-07-12,Chittagong,Case Rate,22.0
2020-07-13,Chittagong,Case Rate,23.0
2020-07-14,Chittagong,Case Rate,26.0
2020-07-15,Chittagong,Case Rate,21.0
2020-07-16,Chittagong,Case Rate,23.0
2020-07-17,Chittagong,Case Rate,23.0
2020-07-18,Chittagong,Case Rate,25.0
2020-07-19,Chittagong,Case Rate,21.0
2020-07-20,Chittagong,Case Rate,18.0
2020-07-21,Chittagong,Case Rate,19.0
2020-07-22,Chittagong,Case Rate,19.0
2020-07-23,Chittagong,Case Rate,20.0
2020-07-24,Chittagong,Case Rate,24.0
2020-07-25,Chittagong,Case Rate,23.0
2020-07-26,Chittagong,Case Rate,16.0
2020-07-27,Chittagong,Case Rate,19.0
2020-07-28,Chittagong,Case Rate,19.0
2020-07-29,Chittagong,Case Rate,20.0
2020-07-30,Chittagong,Case Rate,18.0
2020-07-31,Chittagong,Case Rate,18.0
2020-08-01,Chittagong,Case Rate,17.0
2020-08-02,Chittagong,Case Rate,20.0
2020-08-03,Chittagong,Case Rate,25.0
2020-08-04,Chittagong,Case Rate,21.0
2020-08-05,Chittagong,Case Rate,18.0
2020-08-06,Chittagong,Case Rate,17.0
2020-08-07,Chittagong,Case Rate,17.0
2020-08-08,Chittagong,Case Rate,25.0
2020-08-09,Chittagong,Case Rate,23.0
2020-08-10,Chittagong,Case Rate,18.0
2020-08-11,Chittagong,Case Rate,20.0
2020-08-12,Chittagong,Case Rate,15.0
2020-08-13,Chittagong,Case Rate,18.0
2020-08-14,Chittagong,Case Rate,13.0
2020-08-15,Chittagong,Case Rate,18.0
2020-08-16,Chittagong,Case Rate,17.0
2020-08-17,Chittagong,Case Rate,16.0
2020-08-18,Chittagong,Case Rate,14.0
2020-08-19,Chittagong,Case Rate,13.0
2020-08-20,Chittagong,Case Rate,13.0
2020-08-21,Chittagong,Case Rate,14.0
2020-08-22,Chittagong,Case Rate,19.0
2020-08-23,Chittagong,Case Rate,16.0
2020-08-24,Chittagong,Case Rate,14.0
2020-08-25,Chittagong,Case Rate,12.0
2020-08-26,Chittagong,Case Rate,10.0
2020-08-27,Chittagong,Case Rate,13.0
2020-08-28,Chittagong,Case Rate,10.0
2020-08-29,Chittagong,Case Rate,13.0
2020-08-30,Chittagong,Case Rate,11.0
2020-08-31,Chittagong,Case Rate,13.0
2020-09-01,Chittagong,Case Rate,11.0
2020-09-02,Chittagong,Case Rate,12.0
2020-09-03,Chittagong,Case Rate,9.0
2020-09-04,Chittagong,Case Rate,8.0
2020-09-05,Chittagong,Case Rate,9.0
2020-09-06,Chittagong,Case Rate,8.0
2020-09-07,Chittagong,Case Rate,8.0
2020-09-08,Chittagong,Case Rate,8.0
2020-09-09,Chittagong,Case Rate,7.0
2020-09-10,Chittagong,Case Rate,5.0
2020-09-11,Chittagong,Case Rate,7.0
2020-09-12,Chittagong,Case Rate,8.0
2020-09-13,Chittagong,Case Rate,7.0
2020-09-14,Chittagong,Case Rate,7.0
2020-09-15,Chittagong,Case Rate,7.0
2020-09-16,Chittagong,Case Rate,6.0
2020-09-17,Chittagong,Case Rate,6.0
2020-09-18,Chittagong,Case Rate,6.0
2020-09-19,Chittagong,Case Rate,6.0
2020-09-20,Chittagong,Case Rate,6.0
2020-09-21,Chittagong,Case Rate,6.0
2020-09-22,Chittagong,Case Rate,7.0
2020-09-23,Chittagong,Case Rate,6.0
2020-09-24,Chittagong,Case Rate,6.0
2020-09-25,Chittagong,Case Rate,5.0
2020-09-26,Chittagong,Case Rate,5.0
2020-09-27,Chittagong,Case Rate,5.0
2020-09-28,Chittagong,Case Rate,5.0
2020-09-29,Chittagong,Case Rate,4.0
2020-09-30,Chittagong,Case Rate,6.0
2020-10-01,Chittagong,Case Rate,5.0
2020-10-02,Chittagong,Case Rate,7.0
2020-10-03,Chittagong,Case Rate,5.0
2020-10-04,Chittagong,Case Rate,6.0
2020-10-05,Chittagong,Case Rate,7.0
2020-10-06,Chittagong,Case Rate,5.0
2020-10-07,Chittagong,Case Rate,5.0
2020-10-08,Chittagong,Case Rate,5.0
2020-10-09,Chittagong,Case Rate,5.0
2020-10-10,Chittagong,Case Rate,5.0
2020-10-11,Chittagong,Case Rate,6.0
2020-10-12,Chittagong,Case Rate,5.0
2020-10-13,Chittagong,Case Rate,5.0
2020-10-14,Chittagong,Case Rate,5.0
2020-10-15,Chittagong,Case Rate,5.0
2020-10-16,Chittagong,Case Rate,6.0
2020-10-17,Chittagong,Case Rate,4.0
2020-10-18,Chittagong,Case Rate,6.0
2020-10-19,Chittagong,Case Rate,5.0
2020-10-20,Chittagong,Case Rate,5.0
2020-10-21,Chittagong,Case Rate,5.0
2020-10-22,Chittagong,Case Rate,6.0
2020-10-23,Chittagong,Case Rate,5.0
2020-10-24,Chittagong,Case Rate,5.0
2020-10-25,Chittagong,Case Rate,5.0
2020-10-26,Chittagong,Case Rate,5.0
2020-10-27,Chittagong,Case Rate,5.0
2020-10-28,Chittagong,Case Rate,5.0
2020-10-29,Chittagong,Case Rate,6.0
2020-10-30,Chittagong,Case Rate,6.0
2020-10-31,Chittagong,Case Rate,6.0
2020-11-01,Chittagong,Case Rate,6.0
2020-11-02,Chittagong,Case Rate,6.0
2020-11-03,Chittagong,Case Rate,7.0
2020-11-04,Chittagong,Case Rate,5.0
2020-11-05,Chittagong,Case Rate,5.0
2020-11-06,Chittagong,Case Rate,7.0
2020-11-07,Chittagong,Case Rate,5.0
2020-11-08,Chittagong,Case Rate,6.0
2020-11-09,Chittagong,Case Rate,8.0
2020-11-10,Chittagong,Case Rate,7.0
2020-11-11,Chittagong,Case Rate,6.0
2020-11-12,Chittagong,Case Rate,7.0
2020-11-13,Chittagong,Case Rate,8.0
2020-11-14,Chittagong,Case Rate,6.0
2020-11-15,Chittagong,Case Rate,10.0
2020-11-16,Chittagong,Case Rate,7.0
2020-11-17,Chittagong,Case Rate,8.0
2020-11-18,Chittagong,Case Rate,7.0
2020-11-19,Chittagong,Case Rate,6.0
2020-11-20,Chittagong,Case Rate,8.0
2020-11-21,Chittagong,Case Rate,9.0
2020-11-22,Chittagong,Case Rate,11.0
2020-11-23,Chittagong,Case Rate,11.0
2020-11-24,Chittagong,Case Rate,8.0
2020-11-25,Chittagong,Case Rate,8.0
2020-11-26,Chittagong,Case Rate,9.0
2020-11-27,Chittagong,Case Rate,9.0
2020-11-28,Chittagong,Case Rate,5.0
2020-11-29,Chittagong,Case Rate,11.0
2020-11-30,Chittagong,Case Rate,9.0
2020-12-01,Chittagong,Case Rate,10.0
2020-12-02,Chittagong,Case Rate,7.0
2020-12-03,Chittagong,Case Rate,10.0
2020-12-04,Chittagong,Case Rate,10.0
2020-12-05,Chittagong,Case Rate,7.0
2020-12-06,Chittagong,Case Rate,9.0
2020-12-07,Chittagong,Case Rate,8.0
2020-12-08,Chittagong,Case Rate,8.0
2020-12-09,Chittagong,Case Rate,7.0
2020-12-10,Chittagong,Case Rate,8.0
2020-12-11,Chittagong,Case Rate,8.0
2020-12-12,Chittagong,Case Rate,6.0
2020-12-13,Chittagong,Case Rate,8.0
2020-12-14,Chittagong,Case Rate,8.0
2020-12-15,Chittagong,Case Rate,9.0
2020-12-16,Chittagong,Case Rate,5.0
2020-12-17,Chittagong,Case Rate,4.0
2020-12-18,Chittagong,Case Rate,6.0
2020-12-19,Chittagong,Case Rate,6.0
2020-12-20,Chittagong,Case Rate,6.0
2020-12-21,Chittagong,Case Rate,6.0
2020-12-22,Chittagong,Case Rate,8.0
2020-12-23,Chittagong,Case Rate,7.0
2020-12-24,Chittagong,Case Rate,6.0
2020-12-25,Chittagong,Case Rate,5.0
2020-12-26,Chittagong,Case Rate,6.0
2020-12-27,Chittagong,Case Rate,6.0
2020-12-28,Chittagong,Case Rate,5.0
2020-12-29,Chittagong,Case Rate,6.0
2020-12-30,Chittagong,Case Rate,5.0
2020-12-31,Chittagong,Case Rate,7.0
2021-01-01,Chittagong,Case Rate,4.0
2021-01-02,Chittagong,Case Rate,5.0
2021-01-03,Chittagong,Case Rate,6.0
2021-01-04,Chittagong,Case Rate,4.0
2021-01-05,Chittagong,Case Rate,5.0
2021-01-06,Chittagong,Case Rate,4.0
2021-01-07,Chittagong,Case Rate,5.0
2021-01-08,Chittagong,Case Rate,4.0
2021-01-09,Chittagong,Case Rate,5.0
2021-01-10,Chittagong,Case Rate,4.0
2021-01-11,Chittagong,Case Rate,3.0
2021-01-12,Chittagong,Case Rate,5.0
2021-01-13,Chittagong,Case Rate,3.0
2021-01-14,Chittagong,Case Rate,4.0
2021-01-15,Chittagong,Case Rate,3.0
2021-01-16,Chittagong,Case Rate,3.0
2021-01-17,Chittagong,Case Rate,4.0
2021-01-18,Chittagong,Case Rate,3.0
2021-01-19,Chittagong,Case Rate,3.0
2021-01-20,Chittagong,Case Rate,3.0
2021-01-21,Chittagong,Case Rate,3.0
2021-01-22,Chittagong,Case Rate,2.0
2021-01-23,Chittagong,Case Rate,2.0
2021-01-24,Chittagong,Case Rate,3.0
2021-01-25,Chittagong,Case Rate,2.0
2021-01-26,Chittagong,Case Rate,2.0
2021-01-27,Chittagong,Case Rate,2.0
2021-01-28,Chittagong,Case Rate,2.0
2021-01-29,Chittagong,Case Rate,2.0
2021-01-30,Chittagong,Case Rate,3.0
2021-01-31,Chittagong,Case Rate,2.0
2021-02-01,Chittagong,Case Rate,3.0
2021-02-02,Chittagong,Case Rate,3.0
2021-02-03,Chittagong,Case Rate,2.0
2021-02-04,Chittagong,Case Rate,3.0
2021-02-05,Chittagong,Case Rate,1.0
2021-02-06,Chittagong,Case Rate,2.0
2021-02-07,Chittagong,Case Rate,3.0
2021-02-08,Chittagong,Case Rate,2.0
2021-02-09,Chittagong,Case Rate,2.0
2021-02-10,Chittagong,Case Rate,2.0
2021-02-11,Chittagong,Case Rate,2.0
2021-02-12,Chittagong,Case Rate,2.0
2021-02-13,Chittagong,Case Rate,3.0
2021-02-14,Chittagong,Case Rate,2.0
2021-02-15,Chittagong,Case Rate,2.0
2021-02-16,Chittagong,Case Rate,3.0
2021-02-17,Chittagong,Case Rate,3.0
2021-02-18,Chittagong,Case Rate,2.0
2021-02-19,Chittagong,Case Rate,2.0
2021-02-20,Chittagong,Case Rate,2.0
2021-02-21,Chittagong,Case Rate,2.0
2021-02-22,Chittagong,Case Rate,2.0
2021-02-23,Chittagong,Case Rate,3.0
2021-02-24,Chittagong,Case Rate,2.0
2021-02-25,Chittagong,Case Rate,2.0
2021-02-26,Chittagong,Case Rate,2.0
2021-02-27,Chittagong,Case Rate,2.0
2021-02-28,Chittagong,Case Rate,3.0
2021-03-01,Chittagong,Case Rate,3.0
2021-03-02,Chittagong,Case Rate,3.0
2021-03-03,Chittagong,Case Rate,3.0
2021-03-04,Chittagong,Case Rate,4.0
2021-03-05,Chittagong,Case Rate,3.0
2021-03-06,Chittagong,Case Rate,3.0
2021-03-07,Chittagong,Case Rate,4.0
2021-03-08,Chittagong,Case Rate,3.0
2021-03-09,Chittagong,Case Rate,3.0
2021-03-10,Chittagong,Case Rate,4.0
2021-03-11,Chittagong,Case Rate,4.0
2021-03-12,Chittagong,Case Rate,4.0
2021-03-13,Chittagong,Case Rate,4.0
2021-03-14,Chittagong,Case Rate,6.0
2021-03-15,Chittagong,Case Rate,5.0
2021-03-16,Chittagong,Case Rate,5.0
2021-03-17,Chittagong,Case Rate,5.0
2021-03-18,Chittagong,Case Rate,7.0
2021-03-19,Chittagong,Case Rate,6.0
2021-03-20,Chittagong,Case Rate,6.0
2021-03-21,Chittagong,Case Rate,7.0
2021-03-22,Chittagong,Case Rate,9.0
2021-03-23,Chittagong,Case Rate,8.0
2021-03-24,Chittagong,Case Rate,7.0
2021-03-25,Chittagong,Case Rate,9.0
2021-03-26,Chittagong,Case Rate,8.0
2021-03-27,Chittagong,Case Rate,8.0
2021-03-28,Chittagong,Case Rate,10.0
2021-03-29,Chittagong,Case Rate,11.0
2021-03-30,Chittagong,Case Rate,12.0
2021-03-31,Chittagong,Case Rate,12.0
2021-04-01,Chittagong,Case Rate,16.0
2021-04-02,Chittagong,Case Rate,12.0
2021-04-03,Chittagong,Case Rate,13.0
2021-04-04,Chittagong,Case Rate,14.0
2021-04-05,Chittagong,Case Rate,13.0
2021-04-06,Chittagong,Case Rate,16.0
2021-04-07,Chittagong,Case Rate,15.0
2021-04-08,Chittagong,Case Rate,16.0
2021-04-09,Chittagong,Case Rate,13.0
2021-04-10,Chittagong,Case Rate,13.0
2021-04-11,Chittagong,Case Rate,15.0
2021-04-12,Chittagong,Case Rate,12.0
2021-04-13,Chittagong,Case Rate,18.0
2021-04-14,Chittagong,Case Rate,19.0
2021-04-15,Chittagong,Case Rate,25.0
2021-04-16,Chittagong,Case Rate,19.0
2021-04-17,Chittagong,Case Rate,18.0
2021-04-18,Chittagong,Case Rate,15.0
2021-04-19,Chittagong,Case Rate,13.0
2021-04-20,Chittagong,Case Rate,13.0
2021-04-21,Chittagong,Case Rate,12.0
2021-04-22,Chittagong,Case Rate,13.0
2021-04-23,Chittagong,Case Rate,12.0
2021-04-24,Chittagong,Case Rate,12.0
2021-04-25,Chittagong,Case Rate,10.0
2021-04-26,Chittagong,Case Rate,12.0
2021-04-27,Chittagong,Case Rate,11.0
2021-04-28,Chittagong,Case Rate,10.0
2021-04-29,Chittagong,Case Rate,10.0
2021-04-30,Chittagong,Case Rate,10.0
2021-05-01,Chittagong,Case Rate,7.0
2021-05-02,Chittagong,Case Rate,8.0
2021-05-03,Chittagong,Case Rate,10.0
2021-05-04,Chittagong,Case Rate,8.0
2021-05-05,Chittagong,Case Rate,11.0
2021-05-06,Chittagong,Case Rate,9.0
2021-05-07,Chittagong,Case Rate,8.0
2021-05-08,Chittagong,Case Rate,9.0
2021-05-09,Chittagong,Case Rate,10.0
2021-05-10,Chittagong,Case Rate,8.0
2021-05-11,Chittagong,Case Rate,8.0
2021-05-12,Chittagong,Case Rate,12.0
2021-05-13,Chittagong,Case Rate,11.0
2021-05-14,Chittagong,Case Rate,7.0
2021-05-15,Chittagong,Case Rate,5.0
2021-05-16,Chittagong,Case Rate,7.0
2021-05-17,Chittagong,Case Rate,9.0
2021-05-18,Chittagong,Case Rate,9.0
2021-05-19,Chittagong,Case Rate,13.0
2021-05-20,Chittagong,Case Rate,9.0
2021-05-21,Chittagong,Case Rate,11.0
2021-05-22,Chittagong,Case Rate,12.0
2021-05-23,Chittagong,Case Rate,12.0
2021-05-24,Chittagong,Case Rate,13.0
2021-05-25,Chittagong,Case Rate,12.0
2021-05-26,Chittagong,Case Rate,10.0
2021-05-27,Chittagong,Case Rate,12.0
2021-05-28,Chittagong,Case Rate,9.0
2021-05-29,Chittagong,Case Rate,13.0
2021-05-30,Chittagong,Case Rate,12.0
2021-05-31,Chittagong,Case Rate,15.0
2021-06-01,Chittagong,Case Rate,11.0
2021-06-02,Chittagong,Case Rate,14.0
2021-06-03,Chittagong,Case Rate,13.0
2021-06-04,Chittagong,Case Rate,9.0
2021-06-05,Chittagong,Case Rate,12.0
2021-06-06,Chittagong,Case Rate,10.0
2021-06-07,Chittagong,Case Rate,10.0
2021-06-08,Chittagong,Case Rate,10.0
2021-06-09,Chittagong,Case Rate,12.0
2021-06-10,Chittagong,Case Rate,12.0
2021-06-11,Chittagong,Case Rate,11.0
2021-06-12,Chittagong,Case Rate,13.0
2021-06-13,Chittagong,Case Rate,18.0
2021-06-14,Chittagong,Case Rate,13.0
2021-06-15,Chittagong,Case Rate,15.0
2021-06-16,Chittagong,Case Rate,12.0
2021-06-17,Chittagong,Case Rate,15.0
2021-06-18,Chittagong,Case Rate,12.0
2021-06-19,Chittagong,Case Rate,14.0
2021-06-20,Chittagong,Case Rate,16.0
2021-06-21,Chittagong,Case Rate,18.0
2021-06-22,Chittagong,Case Rate,19.0
2021-06-23,Chittagong,Case Rate,18.0
2021-06-24,Chittagong,Case Rate,19.0
2021-06-25,Chittagong,Case Rate,16.0
2021-06-26,Chittagong,Case Rate,20.0
2021-06-27,Chittagong,Case Rate,26.0
2021-06-28,Chittagong,Case Rate,20.0
2021-06-29,Chittagong,Case Rate,23.0
2021-06-30,Chittagong,Case Rate,28.0
2021-07-01,Chittagong,Case Rate,26.0
2021-07-02,Chittagong,Case Rate,19.0
2020-03-06,Chittagong,Deaths,0.0
2020-03-08,Chittagong,Deaths,0.0
